security_code,issuer_name,security_id,security_name,status,group,face_value,isin,sub_industry,market_cap(in cr)
530097,Xylon Loquitur Distilers & Vintners,XYLONLQ,XYLON LOQUITUR DISTILLERS & VINTNERS LTD.,Delisted,Z,10,NA,,
530099,Trendeastwest LPG Bottling ltd.,TRENDES,TRENDEASTWEST LPG BOTTLING LTD.,Delisted,Z,10,NA,,
530101,Ladam Finance Ltd,LADAMFN,LADAM FINANCE LTD.,Delisted,Z,10,NA,,
530105,Karnataka Chemical Industries Corpn,KRNTCHE,KARNATAKA CHEMICAL INDUSTRIES CORP.LTD.,Delisted,Z,10,NA,,
530113,Mardia Extrusions Ltd.,MAREXDM,MARDIA EXTRUSIONS LTD.,Delisted,B,10,INE276E01010,,
530115,IB Industries Ltd.,IBINDDM,IB INDUSTRIES LTD.,Delisted,B,10,INE374D01015,,1.5
530123,Sushant Capital Ltd.,SUSHANTDM,SUSHANT CAPITAL LTD.,Delisted,Z,10,NA,,
530143,Pennar Aqua Exports Ltd.,PENNA,PENNAR AQUA EXPORTS LTD.,Delisted,Z,10,INE810B01012,,
530147,Kaprinas Pharmaceuticals & Chemical,KAPRIPH,KAPRINAS PHARMACEUTICALS & CHEMICALS LTD.,Delisted,P,10,NA,,
530153,Jolly Rides Ltd.,JOLLYRID,JOLLY RIDES LTD.,Delisted,XD,10,INE996B01019,,0.41
530155,Tonira Pharma Ltd.,TONIRPHQ,TONIRA PHARMA LTD.,Delisted,B,10,INE844F01012,,0
530157,Riverdale Foods Ltd.,RIVERDAL,RIVERDALE FOODS LTD.,Delisted,X,10,INE300E01018,,2
530159,Goldcrest Securities Ltd.,GLDCRSC,GOLDCREST SECURITIES LTD.,Delisted,Z,10,NA,,
530165,Kanchan International Ltd.,KANCHAN,KANCHAN INTERNATIONAL LTD.,Delisted,XT,10,INE924C01019,,3.19
530181,Sarthak Securities Ltd.,SARTHAK,SARTHAK SECURITIES LTD.,Delisted,Z,10,NA,,
530183,Scottex Industries ltd.,SCOTTEX,SCOTTEX INDUSTRIES LTD.,Delisted,Z,10,NA,,
530189,Palaypu Financial & Investment Serv,PALAYPU,PALAYPU FINANCIAL & INVESTMENT SERVICES LTD.,Delisted,Z,10,NA,,
530193,International Diamond Services Ltd.,INTERDIA,INTERNATIONAL DIAMOND SERVICES LTD.,Delisted,XD,10,INE248F01016,,1.51
530195,Gazi Financial Services & Investments Ltd.,GAZIFIN,GAZI FINANCIAL SERVICES & INVESTMENTS LTD.,Delisted,P,10,INE111L01014,,0.59
530203,Sanghvi Asbestos Cements Ltd.,SANGHAS,SANGHVI ASBESTOS CEMENTS LTD.,Delisted,P,10,NA,,
530205,Balaji Galvanising Industries Ltd.,BLJIGAL,BALAJI GALVANISING INDUSTRIES LTD.,Delisted,P,10,INE892G01019,,
530211,AEC Enterprises Ltd.,AECENTP,AEC ENTERPRISES LTD.,Delisted,P,10,NA,,
530221,Sarita Software & Industrie Ltd.,SARITASO,SARITA SOFTWARE & INDUSTRIES LTD.,Delisted,XD,10,INE941B01015,,8.17
530223,Span Dyestuff Industries Ltd.,SPANDYE,SPAN DYESTUFF INDUSTRIES LTD.,Delisted,P,10,NA,,
530225,Rajendra Mining Spares Co. Ltd.,RAJMINC,RAJENDRA MINING SPARES CO.LTD.,Delisted,P,10,NA,,
530227,Suraj Holdings Ltd.,SURAJHLD,SURAJ HOLDINGS LTD.,Delisted,X,10,INE388D01015,,1.71
530229,Shakti Rods And Wires Ltd,SHARODW,SHAKTI RODS & WIRES LTD.,Delisted,P,10,NA,,
530237,Gandhinagar Hotels Ltd.,GANDHHO,GANDHINAGAR HOTELS LTD.,Delisted,Z,10,INE853H01019,,6.76
530241,Minhas Steels Ltd.,MINHASS,MINHAS STEELS LTD.,Delisted,Z,10,NA,,
530257,Midas Pharmasec Ltd.,MIDAS,MIDAS PHARMASEC LTD.,Delisted,B,10,INE113D01025,,0
530269,SCIL Ventures Ltd,SCILVENTU,SCIL VENTURES LTD.,Delisted,B,10,INE613D01016,,0
530273,Liberty Phosphate Ltd,LIBERTYP,LIBERTY PHOSPHATE LTD.,Delisted,B,10,INE639D01011,,299.95
530275,Basera Cement Ltd.,BASECEM,BASERA CEMENT LTD.,Delisted,Z,10,NA,,
530277,Karan Finance Ltd,KARAFIN,KARAN FINANCE LTD.,Delisted,P,10,NA,,
530279,Kunal Overseas Ltd.,KUNALOVE,KUNAL OVERSEAS LTD.,Delisted,X,10,INE513B01012,,0.53
530283,Zuari Forex Ltd.,ZUARIFOR,ZUARI FOREX LTD.,Delisted,T,10,INE579H01010,,0
530285,Volvo Steels Ltd.,VOLVOST,VOLVO STEELS LTD.,Delisted,Z,10,NA,,
530287,Trigon Zinco Ltd.,TRIGZIN,TRIGON ZINCO LTD.,Delisted,Z,10,NA,,
530293,Wilwayfort India Ltd.,WILFI,WILWAYFORT INDIA LTD.,Delisted,P,10,INE189E01015,,6.97
530297,Idea Space Solutions Ltd.,IDEA,IDEA SPACE SOLUTIONS LTD.,Delisted,B,10,INE311B01011,,4.89
530303,New Era Alkolides & Export Ltd.,NWERAAL,NEW ERA ALKOLIDES & EXPORT LTD.,Delisted,Z,10,NA,,
530311,Delta Polysters Ltd.,DELTAPO,DELTA POLYSTERS LTD.,Delisted,P,10,NA,,
530319,Vergola India Ltd.,VRGOLAI,VERGOLA INDIA LTD.,Delisted,Z,10,NA,,
530321,Unimin India Ltd.,UNIMININ,UNIMIN INDIA LTD.,Delisted,Z,10,INE672C01014,,0.93
530323,ERA Infra Engineering Ltd,ERAINFRA,ERA INFRA ENGINEERING LTD.-$,Delisted,Z,2,INE039E01020,,47.42
530325,Kumar's Cotex Ltd.,KUMARCO,KUMAR'S COTEX LTD.,Delisted,P,10,NA,,
530327,KM Capital Ltd.,KMCAPIT,KM CAPITAL LTD.,Delisted,P,10,INE339T01014,,
530329,Mukunda Industrial Finance Ltd.,MUKUIND,MUKUNDA INDUSTRIAL FINANCE LTD.,Delisted,XD,10,INE618B01019,,1.48
530337,Exelon Infrastructure Ltd,EXELON,EXELON INFRASTRUCTURE LTD.,Delisted,Z,5,INE500I01022,,0.89
530339,Labh Construction Ltd.,LABHCON,LABH CONSTRUCTION LTD.,Delisted,X,10,INE962A01013,,
530345,Creative World Telefilms Ltd.,CREATIVW,CREATIVE WORLD TELEFILMS LTD.,Delisted,X,10,INE336B01018,,0.83
530349,Stono Machines & Castings Ltd.,STONOMA,STONO MACHINES & CASTINGS LTD.,Delisted,Z,10,NA,,
530353,Joymat Hotel Resorts Ltd.,JOYHRDM,JOYMAT HOTEL RESORTS LTD.,Delisted,B,10,INE409D01019,,1.76
530371,SKR Chemicals Ltd.,SKRCHEM,SKR CHEMICALS LTD.,Delisted,Z,10,NA,,
530373,Trackparts Of India Ltd,TRACKPA,TRACKPARTS OF INDIA LTD.,Delisted,P,10,NA,,
530375,Nakshatra Infrastructure Limited,NAKSHTRINF,NAKSHATRA INFRASTRUCTURE LTD.,Delisted,XT,10,INE226B01011,,2.04
530379,Jay Flash Ceramics Ltd.,JAYFLAS,JAY FLASH CERAMICS LTD.,Delisted,Z,10,NA,,
530381,Petron Engineering Construction Ltd,PETRONENGG,PETRON ENGINEERING CONSTRUCTION LTD.,Delisted,X,10,INE742A01019,,3.38
530385,South Pole Securities Ltd.,SOUTHPO,SOUTH POLE SECURITIES LTD.,Delisted,P,10,NA,,
530387,European Software Alliances Ltd.,EUROSOFTAL,EUROPEAN SOFTWARE ALLIANCES LTD.,Delisted,B,10,INE511A01018,,1.25
530397,Himadri Credit & Finance Ltd.,HIMADRI,HIMADRI CREDIT & FINANCE LTD.,Delisted,B,10,INE018C01010,,
530399,Kamakshi Housing Finance Ltd.,KAMAKSH,KAMAKSHI HOUSING FINANCE LTD.,Delisted,Z,10,NA,,
530409,Eupharma Laboratories Ltd.,EUPHARMLAB,EUPHARMA LABORATORIES LTD.,Delisted,Z,10,INE909A01014,,1.57
530411,Magan Industries Ltd.,MAGIN,MAGAN INDUSTRIES LTD.,Delisted,Z,2,INE402B01026,,0.79
530415,Bayer Cropscience Ltd.,BAYERCROP,BAYER CROPSCIENCE LTD.,Delisted,B,10,INE556A01013,,436.41
530425,Sunday Exports Ltd.,SUNDYEX,SUNDAY EXPORTS LTD.,Delisted,Z,10,INE427H01012,,1.55
530435,Noesis Industries Limited,NOESISIND,Noesis Industries Limited,Delisted,Z,10,INE141B01020,,1.97
530437,Mayura Alloy Industries Ltd.,MAYALLO,MAYURA ALLOY INDUSTRIES LTD.,Delisted,Z,10,NA,,
530447,Besco Limited,BESCOLT,BESCO LTD.,Delisted,P,10,NA,,
530451,"Narmada Cement Co. Ltd.,",ZNARMDCE,ZNARMDCE,Delisted,Z,10,NA,,
530453,Thapar Concast Ltd.,THAPARC,THAPAR CONCAST LTD.,Delisted,P,10,NA,,
530455,Elvis India Ltd.,ELVISIN,ELVISIN,Delisted,Z,10,NA,,
530463,Uma Maheshwari Mills Ltd.,UMAMAHM,UMA MAHESWARI MILLS LTD.,Delisted,P,10,NA,,
530465,Crystal Credits Corporation Ltd.,CRYSTALC,CRYSTAL CREDITS CORPORATION LTD.,Delisted,XD,10,INE036C01012,,
530471,Balaji Hotels And Enterprises Ltd.,BALAJHOTEL,BALAJI HOTELS & ENTERPRISES LTD.,Delisted,X,10,INE454A01011,,9.75
530473,Aravali (India) Ltd.,ARAVIND,ARAVALI (INDIA) LTD.,Delisted,Z,10,NA,,
530481,Karnataka Financial Services Ltd.,KARNATFI,KARNATAKA FINANCIAL SERVICES LTD.,Delisted,B,10,INE873B01010,,0
530483,Gresoil (India) ltd.,GRESOIL,GRESOIL (INDIA) LTD.,Delisted,Z,10,NA,,
530485,Samarth International Finlease Ltd.,SAMARTHI,SAMARTH INTERNATIONAL FINLEASE LTD.,Delisted,XD,10,INE503C01011,,0.08
530487,Vibros Organics ltd.,VIBROSO,VIBROS ORGANICS LTD.,Delisted,ZP,10,INE162Q01016,,2.13
530491,Southern Iron & Steel Company Ltd.,SOUTHIR,SOUTHERN IRON & STEEL COMPANY LTD.,Delisted,B,10,INE710B01014,,0
530493,Coimbatore Popular Spinning Mills L,COIMBAT,COIMBATORE POPULAR SPINNING MILLS LTD.,Delisted,Z,10,NA,,
530497,Marvel Capital & Finance (India) Lt,MARVEL,MARVEL CAPITAL & FINANCE (INDIA) LTD.,Delisted,Z,10,INE571D01016,,1.38
530501,Sarvodaya Labs Ltd.,SARVODYA,SARVODAYA LABS LTD.,Delisted,XD,10,INE153B01017,,1.12
530503,Gujarat Nitrates Ltd.,GUJARAN,GUJARAT NITRATES LTD.,Delisted,Z,10,NA,,
530505,Upper Ganges Sugar Industries Ltd.,UPERGANGES,UPPER GANGES SUGAR & INDUSTRIES LTD.,Delisted,B,10,INE018B01012,,438.02
530507,Raajratna Metal Industries Ltd.,RAJMI,RAAJRATNA METAL INDUSTRIES LTD.,Delisted,B,10,INE182B01016,,
530509,Vantech Industry Ltd.,VANTECH-B,VANTECH INDUSTRY LTD.,Delisted,P,10,NA,,2.1
530511,Armaan Electric Ltd.,ARMAANE,ARMAAN ELECTRIC LTD.,Delisted,Z,10,NA,,
530513,Accurate Transformers Ltd.,ACCURATE,ACCURATE TRANSFORMERS LTD.,Delisted,Z,10,INE243C01014,,7.4
530515,Shriram Overseas Finance Ltd.,SHRIRAM,SHRIRAM OVERSEAS FINANCE LTD.,Delisted,B,10,INE917G01014,,0
530523,Karishma Floriculture Ltd.,KARISHM,KARISHMA FLORICULTURE LTD.,Delisted,Z,10,NA,,
530527,Trans Agrotech Ltd.,TRANSAG,TRANS AGRO TECH LTD.,Delisted,P,10,NA,,
530529,Kamala Tea Co.Ltd.,KAMALAT,KAMALA TEA CO.LTD.,Delisted,P,10,NA,,
530531,Tristar Enterprises Limited,TRIENTP,TRIENTP,Delisted,Z,10,NA,,
530535,Hindustan Finstock Ltd.,HINFINS,HINDUSTAN FINSTOCK LTD.,Delisted,Z,10,NA,,
530539,Suprapti Plastics Ltd.,SUPRAPT,SUPRAPTI PLASTICS LTD.,Delisted,Z,10,NA,,
530551,Monalisa Infotech Ltd.,MONINFO,MONALISA INFOTECH LTD.,Delisted,XT,2,INE021B01024,,2.05
530553,Global Industries Ltd.,GLOBALI,GLOBAL INDUSTRIES LTD.,Delisted,P,10,NA,,
530559,Piyush Steels Ltd.,PIYUSHT,PIYUSH STEELS LTD.,Delisted,P,10,NA,,
530563,Strontium Ferriten India Ltd.,STRONTI,STRONTIUM FERRITEN INDIA LTD.,Delisted,Z,10,NA,,
530567,Associated Business Credits Ltd.,ASBUSIN,ASSOCIATED BUSINESS CREDITS LTD.,Delisted,P,10,NA,,
530569,SKN Industries Ltd.,SKNIND,SKN INDUSTRIES LTD.,Delisted,B,10,INE931C01014,,
530573,Trinity Bio-tech Ltd.,TRINITY,TRINITY BIO-TECH LTD.,Delisted,XD,10,INE785B01016,,1.14
530575,Sunstar Software Systems Ltd.,SUNSS,SUNSTAR SOFTWARE SYSTEMS LTD.,Delisted,Z,10,INE296B01014,,
530583,Vogue Textiles Ltd.,VOGUETEX,VOGUE TEXTILES LTD.,Delisted,X,10,INE047F01012,,1.5
530587,Barkha Industries Ltd,BARKHAI,BARKHA INDUSTRIES LTD.,Delisted,Z,10,NA,,
530591,Noble Brothers Impex Ltd.,NOBLEBR,NOBLE BROTHERS IMPEX LTD.,Delisted,P,10,NA,,
530593,Sirhind Steel Ltd.,SIRHIND,SIRHIND STEEL LTD.,Delisted,P,10,NA,,5.58
530597,Vijay Shanthi Finance Ltd.,VIJAYSH,VIJAY SHANTHI FINANCE LTD.,Delisted,Z,10,NA,,
530599,GMS Computers (India) Ltd.,GMSCOM,GMSCOM,Delisted,B,10,INE106B01015,,
530603,Kandhari Rubbers Ltd.,KANDHAR,KANDHARI RUBBERS LTD.,Delisted,P,10,NA,,
530607,Jay Finlease And Management Service,JAYFINL,JAY FINLEASE AND MANAGEMENT SERVICES LTD.,Delisted,Z,10,NA,,
530619,Religare Technova Global Solutions Limited,RELIGLOBE,RELIGARE TECHNOVA GLOBAL SOLUTIONS LTD.,Delisted,B,5,INE603B01029,,0
530623,Jainpur Straw Boards & Papers Ltd.,JAINPUR,JAINPUR STRAW BOARDS & PAPERS LTD.,Delisted,Z,10,NA,,
530625,SOL Ltd,SOLIMTD-B,SOL LTD.,Delisted,Z,10,NA,,
530629,Monarch Dyestuffs Industries Ltd.,MONARCH,MONARCH DYESTUFFS INDUSTRIES LTD.,Delisted,Z,10,NA,,
530631,Rose Zinc Ltd.,ROSEZIN,ROSE ZINC LTD.,Delisted,P,10,INE018F01013,,1.85
530633,Hitkari Industries Ltd.,HITKARIIN,HITKARI INDUSTRIES LTD.-$,Delisted,X,10,INE553B01018,,3.33
530637,B.L.Industries (India) Ltd.,BLINDUS,B.L.INDUSTRIES (INDIA) LTD.,Delisted,Z,10,NA,,
530641,Shri Niranjan Ayurved Bhavan Ltd.,SHRINIR,SHRI NIRANJAN AYURVED BHAVAN LTD.,Delisted,B,10,INE942B01013,,2.32
530645,Malvika Steel Ltd.,MALVI,MALVIKA STEEL LTD.,Delisted,Z,10,INE190A01011,,50.94
530647,Kanva Finance Ltd.,KANVAFI,KANVA FINANCE LTD.,Delisted,Z,10,NA,,
530651,Softech Infinium Solutions Limited,SOFTECH,SOFTECH INFINIUM SOLUTIONS LTD.,Delisted,Z,10,INE181K01019,,0.41
530653,Shree Ganesh Knit (india) Ltd.,SHGANES,SHREE GANESH KNIT (INDIA) LTD.,Delisted,P,10,NA,,
530661,Regaul Blue (India) ltd.,REGBLUI,REGAUL BLUE (INDIA) LTD.,Delisted,Z,10,NA,,
530673,Perk Pharmaceuticals Ltd.,PCRKPHA,PERK PHARMACEUTICALS LTD.,Delisted,P,10,NA,,1.26
530679,Sharda Solvents Ltd.,SHARDAS,SHARDA SOLVENTS LTD.,Delisted,Z,10,NA,,
530681,Diaruza Exports Ltd.,DIARUZA,DIARUZA EXPORTS LTD.,Delisted,Z,10,NA,,
530685,Gulabdas Flexipack Industries LTD.,GULABDA,GULABDAS FLEXIPACK INDUSTRIES LTD.,Delisted,Z,10,NA,,
530691,Akash Agro Industries Ltd.,AKASAGR,AKASH AGRO INDUSTRIES LTD.,Delisted,Z,10,NA,,
530693,Aditya Info-soft Limited.,ADITYAINF,ADITYA INFO-SOFT LTD.,Delisted,Z,10,INE524F01010,,0.68
530707,Aftek Ltd.,AFTEK,AFTEK LTD.,Delisted,Z,2,INE796A01023,,17.96
530717,Eggro Paper Moulds Ltd.,EGGROPA,EGGRO PAPER MOULDS LTD.,Delisted,Z,10,INE093F01016,,
530719,IKF Finance Ltd.,IKFIN,IKF FINANCE LTD.,Delisted,B,10,INE859C01017,,76.88
530721,ANG Industries Limited,ANGIND,ANG Industries Limited,Delisted,Z,10,INE017D01010,,1.19
530725,Nubal (India) Ltd,NUBALIN,NUBAL (INDIA) LTD.,Delisted,P,10,INE007F01016,,2.16
530727,Terryfab (India) Ltd.,TERRYFB,TERRYFAB (INDIA) LTD.,Delisted,P,10,NA,,
530729,Scintilla Software Technology Ltd.,SCINTSOFT,SCINTILLA SOFTWARE TECHNOLOGY LTD.,Delisted,B,10,INE355B01018,,0.78
530737,Bajwa Agro Industries Ltd.,BAJAI,BAJWA AGRO INDUSTRIES LTD.,Delisted,Z,10,INE337C01014,,
530743,GEI INDUSTRIAL SYSTEMS LIMITED,GEINDSYS,GEI INDUSTRIAL SYSTEMS LTD.,Delisted,Z,10,INE599B01011,,9.82
530749,Ahura Welding Electrode Mfrs. Ltd.,AHURAWE,AHURA WELDING ELECTRODE MANUFACTURERS LTD.,Delisted,P,10,NA,,
530751,Bull Power Systems Ltd.,BULLPOWDM,BULL POWER SYSTEMS LTD.,Delisted,Z,10,NA,,
530753,Suryodaya Plastics Ltd.,SURYOPLA,SURYODAYA PLASTICS LTD.,Delisted,X,10,INE998B01015,,0.35
530761,Sathya Kamal Agros Ltd.,SATHYAK,SATHYA KAMAL AGROS LTD.,Delisted,Z,10,NA,,
530767,Flexi Circuits India Ltd.,FLEXICI,FLEXI CIRCUITS INDIA LTD.,Delisted,Z,10,NA,,
530775,Walker India Ltd.,WALKERIDM,WALKER INDIA LTD.,Delisted,Z,10,NA,,
530785,Pitambar Coated Papers Ltd.,PITAMBER,PITAMBAR COATED PAPERS LTD.,Delisted,X,10,INE189C01019,,1.18
530791,Parakaram Technofab ltd.,PARAKTE,PARAKARAM TECHNOFAB LTD.,Delisted,Z,10,NA,,
530793,Penta Pharmadyes Ltd.,PENTAPH,PENTA PHARMADYES LTD.,Delisted,XD,10,INE195C01016,,0.41
530811,Netvista Information Tech. Ltd,NETVISTAIT,NETVISTA INFORMATION TECHNOLOGY LTD.,Delisted,XT,10,INE738A01017,,1.63
530817,Teaktex Processing Complex ltd.,TEATXEP,TEAKTEX PROCESSING COMPLEX LTD.,Delisted,Z,10,NA,,
530823,Somani Strips Ltd.,SOMATR,SOMANI STRIPS LTD.,Delisted,Z,10,NA,,
530827,Kemwell International Ltd.(Delisted for Takeover-21(3A)),KEMWINT-B,KEMWINT-B,Delisted,Z,10,NA,,
530833,Abee Info-Consumables Ltd.,ABEEINF,ABEE INFO-CONSUMABLES LTD.,Delisted,XT,10,INE097B01016,,4.28
530835,Eltrol Ltd.,ELTROL,ELTROL LTD.,Delisted,XT,1,INE793D01024,,1.11
530847,Kanoria Plaschem Ltd.,KANOPLA,KANORIA PLASCHEM LTD.,Delisted,P,10,NA,,
530849,Coduras Exports Ltd.,CODUREXDM,CODURAS EXPORTS LTD.,Delisted,Z,10,NA,,
530857,Garg Forgings & Castings Ltd.,GARGFOR,GARG FORGINGS & CASTINGS LTD.,Delisted,Z,10,NA,,
530861,Asiatic Infrastructure & Shelters l,ASINFRA,ASIATIC INFRASTRUCTURE & SHELTERS LTD.,Delisted,Z,10,NA,,
530863,FE (India) Ltd,FEINDIALTD,FE (India) Ltd,Delisted,Z,10,INE708C01016,,3.86
530865,Dhanashree Electronics Ltd.,DHANELE,DHANASHREE ELECTRONICS LTD.,Delisted,Z,10,INE413F01016,,
530869,Praman Capital Market Services Ltd.,PRAMANC,PRAMAN CAPITAL MARKET SERVICES LTD.,Delisted,P,10,NA,,
530875,Girish Hotel Resorts & Health Farm,GIRHOTE,GIRISH HOTELRESORTS & HEALTH FARM LTD.,Delisted,P,10,NA,,
530877,Model Financial Corporation Ltd.,MODFC,MODEL FINANCIAL CORPORATION LTD.,Delisted,Z,10,INE166B01019,,0.88
530887,Incap Financial Services Ltd.,INCFS,INCAP FINANCIAL SERVICES LTD.,Delisted,XT,10,INE800D01019,,1.69
530893,Moulik Finance And Resorts Ltd.,MOULIKF,MOULIK FINANCE & RESORTS LTD.,Delisted,P,10,NA,,
530911,Indo Britain Agro Farms Ltd.,INDOBRIT,INDO BRITAIN AGRO FARMS LTD.,Delisted,XD,10,INE145C01011,,
530913,Shri Bhagvati Bright Bars Ltd.,SHBHAGV,SHRI BHAGAVATI BRIGHT BARS LTD.,Delisted,P,10,,,
530923,RCL Foods Limited,RCLFOODS,RCL Foods Limited,Delisted,Z,10,INE008F01014,,6.48
530933,Cilson Finance & Investment Ltd.,CILSOFN,CILSON FINANCE & INVESTMENT LTD.,Delisted,Z,10,NA,,
530935,Sunrise Oleochemicals Ltd.,SUNOLEO,SUNRISE OLEOCHEMICALS LTD.,Delisted,Z,10,NA,,
530937,U M S Technologies Limited.,UMSTECHNO,UMS TECHNOLOGIES LTD.,Delisted,P,10,NA,,18.52
530949,Dhar Textile Mills Ltd.,DHARTEX,DHAR TEXTILE MILLS LTD.,Delisted,X,10,INE044B01018,,1.37
530957,Jain Granites & Projects India Ltd,JAINGRA,JAIN GRANITES & PROJECTS INDIA LTD.,Delisted,Z,10,NA,,
530963,J.G.Finance Ltd.,JGFINAN,J.G.FINANCE LTD.,Delisted,Z,10,NA,,
530967,Kyra Landscapes Limited,KYRALANDS,Kyra Landscapes Limited,Delisted,Z,5,INE094M01028,,1.04
530981,SRH Synthetics Ltd.,SRHSYNT,SRH SYNTHETICS LTD.,Delisted,XD,10,INE416C01016,,
530983,Garvee Granite Ltd.,GARVEEGDM,GARVEE GRANITE LTD.,Delisted,Z,10,NA,,
530987,LSK Finance And Allied Services ltd,LSKFINA,LSK FINANCE AND ALLIED SERVICES LTD.,Delisted,Z,10,NA,,
530989,Shantivijay Jewels Ltd.,SHANTIVI,SHANTIVIJAY JEWELS LTD.-$,Delisted,B,10,INE656D01015,,17.98
530995,Shiva Egg Products Ltd.,SHIVEGGDM,SHIVA EGG PRODUCTS LTD.,Delisted,Z,10,NA,,
531001,Kamar Chemicals & Industries ltd.,KAMAR,KAMAR CHEMICALS & INDUSTRIES LTD.,Delisted,XD,10,INE728D01012,,1.41
531005,Paschim Petrochem Ltd.,PASCHIM,PASCHIM PETROCHEM LTD.,Delisted,XD,10,INE066B01011,,0.79
531007,International Securities Ltd.,INTSE,INTERNATIONAL SECURITIES LTD.,Delisted,Z,10,INE086D01015,,
531009,Beta Corporation Ltd,BETACOR,BETA CORPORATION LTD.,Delisted,P,10,,,
531019,Shree Jagdambe Paper Mills Ltd.,SHJAGDM,SHREE JAGDAMBE PAPER MILLS LTD.,Delisted,P,10,INE198F01013,,
531021,Kuber Floritech Ltd.,KUBERFL,KUBER FLORITECH LTD.,Delisted,P,10,NA,,
531023,Taurus the Genshare-[redeemed on 7/3/200]ltr2/9/00,TAURGEN,TAURGEN,Delisted,Z,10,NA,,
531031,Welworth Electric Co.Ltd.,WELWORT,WELWORTH ELECTRIC CO.LTD.,Delisted,Z,10,NA,,
531032,Taurus the Genshare-[redeemed on 7/3/200]ltr2/9/00,ZTAURGEN,ZTAURGEN,Delisted,Z,10,,,
531037,,ZBPLREPP,BPL REFRIGER,Delisted,Z,,,,
531045,Premier Laminates Ltd.,PRLAMIN,PREMIER LAMINATES LTD.,Delisted,Z,10,NA,,
531053,India International Marketing Centre Ltd,INDIM,INDIA INTERNATIONAL MARKETING CENTRE LTD.,Delisted,Z,10,INE506C01014,,
531057,Ritesh Polyesters Ltd.,RITESPL,RITESH POLYESTERS LTD.,Delisted,Z,10,NA,,
531059,Hatigor Tea Estates ltd.,HATIGOR,HATIGOR TEA ESTATES LTD.,Delisted,Z,10,INE205E01019,,
531061,India E-Commerce Ltd.,INDECOM,INDIA E-COMMERCE LTD.,Delisted,X,10,INE416B01018,,1.59
531063,Progressive Steels (India) ltd.,PRSTEEL,PROGRESSIVE STEELS (INDIA) LTD.,Delisted,P,10,NA,,
531073,Blue diamond Securities & Finance l,BLUEDIA,BLUE DIAMOND SECURITIES & FINANCE LTD.,Delisted,B,10,INE454C01017,,
531075,Nu Tech Organic Chemicals Limited,NUTEORG,NU TECH ORGANIC CHEMICALS LTD.,Delisted,Z,10,NA,,
531077,NEPC Paper And Board Ltd.,NEPCPAPER,NEPC PAPER & BOARD LTD.,Delisted,Z,10,INE471B01013,,
531079,Ravraj Impex Ltd.,RAVRAJI,RAVRAJ IMPEX LTD.,Delisted,P,10,NA,,
531084,Indo Bonito Multinational Limited,INDOBONIT,INDO BONITO MULTINATIONAL LTD.,Delisted,Z,10,INE457B01012,,0.8
531086,Napa Papers ltd.,NAPAPER,NAPA PAPERS LTD.,Delisted,Z,10,NA,,
531087,Kashyap Fiscal Services ltd.,KASHYAP,KASHYAP FISCAL SERVICES LTD.,Delisted,Z,10,NA,,
531089,Swissen Interspace Ltd.,SWISSEN,SWISSEN INTERSPACE LTD.,Delisted,Z,10,NA,,
531093,Optel telecommunications Ltd.,OPTEL,OPTEL TELECOMMUNICATIONS LTD.,Delisted,B,10,INE958B01019,,0
531094,Harbor Network Systems Ltd.,HARBORNE,HARBOR NETWORK SYSTEMS LTD.,Delisted,X,10,INE021C01014,,2.48
531095,Prime Metals Ltd.,PRIMETA,PRIME METALS LTD.,Delisted,Z,10,NA,,
531096,Mount Everest Mineral Water Ltd.,MOUNTEVE,MOUNT EVEREST MINERAL WATER LTD.,Delisted,B,10,INE690B01018,,346.76
531098,Jiwan Flora Ltd.,JIWANFL,JIWAN FLORA LTD.,Delisted,Z,10,NA,,
531102,Surana Corporation Ltd.,SURANACORP,SURANA CORPORATION LTD.,Delisted,Z,10,INE357D01010,,0.7
531103,Liberal Finlease Ltd.,LIBERAL,LIBERAL FINLEASE LTD.,Delisted,P,10,NA,,
531107,Autopal Industries Ltd.,ZAUTPALI,ZAUTPALI,Delisted,Z,10,,,
531108,Gujarat Project & Profins Ltd,GJPROFN,GJPROFN,Delisted,Z,10,NA,,
531110,Reliance Petroleum Ltd.,RLPETRODM,RLPETRODM,Delisted,Z,10,NA,,
531113,Karnavati Spinners Ltd.,KARSPIN,KARNAVATI SPINNERS LTD.,Delisted,P,10,NA,,
531114,GDR Media Ltd.,GDRMEDIA,GDR MEDIA LTD.,Delisted,XD,10,INE946B01014,,0.42
531115,Synergy Cosmetics (Exim) Ltd.,SYNERGY,SYNERGY COSMETICS (EXIM) LTD.,Delisted,X,10,INE198D01018,,0.54
531116,Khemsons Global Ltd.,KHEMGLB,KHEMSONS GLOBAL LTD.,Delisted,P,10,NA,,
531118,Pacific Cotspin Ltd.,SILSPL,Silverton Spinners Limited,Delisted,Z,10,INE034C01017,,2.25
531121,Sierra Optima Ltd,SIEOP,SIERRA OPTIMA LTD.,Delisted,B,10,INE046B01013,,24.01
531122,Gold Star Straw Products Ltd.,GLDSTRW,GOLD STAR STRAW PRODUCTS LTD.,Delisted,Z,10,NA,,
531123,Stallion Garments Export Ltd.,STALGAR,STALLION GARMENTS EXPORT LTD.,Delisted,Z,10,NA,,
531124,Sahas Cements Ltd.,SAHACEM,SAHAS CEMENTS LTD.,Delisted,Z,10,NA,,
